OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,x,y
3361,S0069,SEGS I  - Retired 12/31/2015,1,Sunray Energy Inc,San Bernardino,13.8,UNIT 1,SUN,12/1/1984 0:00,-116.8279714,34.86877704
3362,S0070,SEGS II - Retired 12/31/2015,1,Sunray Energy Inc,San Bernardino,30,Unit 1,SUN,12/1/1985 0:00,-116.8251128,34.86284019
3363,S9279,Newberry Solar 1 LLC,0,Not Available,San Bernardino,1.5,Unit 1,SUN,7/11/2013 0:00,-116.6844232,34.85345835
3364,G0056,Santa Maria Cogen Plant (Retired 12/31/2013 per CAISO),1,Santa Maria Cogeneration Inc,Santa Barbara,9,GEN 1,NG,6/1/1989 0:00,-120.4579582,34.94422559
3365,E0228,Santa Maria II Landfill,0,J&A Santa Maria,Santa Barbara,1.4,1,LFG,9/12/2010 0:00,-120.4139257,34.95028531
3366,E0260,Marian Medical Center Hospital (Santa Maria Landfill I),0,J&A Santa Maria,Santa Barbara,3.94,"Unit 1, Unit 2, Unit 3",LFG,1/1/2009 0:00,-120.380311,34.94961684
3367,G0107,Taft 26C Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,12.48,"TG1, TG2, TG3, TG4",NG,7/1/1982 0:00,-119.4754163,35.11568318
3368,S0412,Maricopa West Solar PV,0,Onward Energy,Kern,20,1,SUN,12/30/2015 0:00,-119.3275049,35.11418774
3369,G0368,Berry Cogen Midway-Sunset 18MW,0,Berry Petroleum LLC,Kern,27.6,"1, 2, Cogen 42",NG,12/1/1986 0:00,-119.4435951,35.09312359
3370,G0429,Chalk Cliff Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,3/20/1990 0:00,-119.4299156,35.09681897
3371,G0638,Berry Cogen Midway-Sunset 38MW,0,Berry Petroleum LLC,Kern,37.2,Cogen 18,NG,12/1/1986 0:00,-119.4409077,35.08976353
3372,S0606,Algonquin Power SKIC 10 Solar LLC,0,Algonquin Power Sanger LLC,Kern,10,Unit 1,SUN,1/11/2017 0:00,-119.247475,35.12415843
3373,S0308,Adobe Solar,0,Southern Power Company,Kern,20,1,SUN,5/1/2014 0:00,-118.9520826,35.10587385
3374,S9036,Services  Inc. #345 Ikea Distribution,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-118.9480231,34.97538226
3375,S9194,Fotowatio Renewable Ventures,0,Not Available,Kern,12,Unit 1,SUN,12/31/2013 0:00,-118.9569046,35.1058409
3376,G0797,Pastoria Energy Facility,0,"Pastoria Energy Facility, L.L.C.",Kern,778,"PA1CT1, PA1CT2, PA1ST3, PA2CT4, PA2ST5",NG,7/5/2005 0:00,-118.8439006,34.95606981
3377,S0374,Soledad,0,Not Available,Kern,1,1,SUN,12/30/2013 0:00,-118.5648621,35.11701365
3378,S0375,CA Correctional Institution - Tahachapi,0,Silicon Ranch Corporation,Kern,0.99,1,SUN,2/22/2012 0:00,-118.5640355,35.11589837
3379,S0376,CA Correctional Institution II - Tehachapi,0,Silicon Ranch Corporation,Kern,1.33,1,SUN,6/24/2013 0:00,-118.5707981,35.11813733
3380,S0081,Catalina Solar Phase I and II,0,EDF Renewable Energy Inc,Kern,110,1,SUN,12/15/2012 0:00,-118.3379375,34.93437615
3381,W0262,Windland Inc Boxcar I,1,See WPRS for details,Kern,7.46,WPRS 1,WND,12/29/1982 0:00,-118.3602195,35.05358274
3382,W0271,Wind Stream Operations 6039 (Zond Systems  Inc - 6039),0,Not Available,Kern,6.34,WPRS 1,WND,2/1/1984 0:00,-118.3825823,35.06874428
3383,W0272,Wind Stream Operations 6040 (Zond Systems  Inc - 6040),0,Not Available,Kern,6.66,WPRS 1,WND,9/1/1984 0:00,-118.3843377,35.07050181
3384,W0273,Wind Stream Operations 6041 (Zond Systems  Inc - 6041),0,Not Available,Kern,4.5,WPRS 1,WND,12/1/1984 0:00,-118.3776327,35.0740194
3385,W0274,Wind Stream Operations 6042 (Zond Systems  Inc - 6042),0,Not Available,Kern,6.34,WPRS 1,WND,1/1/1982 0:00,-118.3684595,35.10614049
3386,W0275,85A (Zond Systems  Inc - 6043),1,Not Available,Kern,14.13,WPRS 1,WND,1/1/1985 0:00,-118.3388712,35.10247453
3387,W0276,85B (Zond Systems  Inc - 6044),1,Not Available,Kern,21.15,WPRS 1,WND,1/1/1985 0:00,-118.333692,35.10169794
3388,W0284,Wind Resource I (Calwind Wind Resource I),0,CalWind Resources Inc,Kern,8.71,WPRS 1,WND,3/24/2012 0:00,-118.3914474,35.05965687
3389,W0301,Windland Inc Boxcar II,1,See WPRS for details,Kern,7.81,WPRS 1,WND,1/1/1982 0:00,-118.357583,35.04721739
3390,W0304,Victory Gardens IV (6103),1,Not Available,Kern,20.69,WPRS 1,WND,1/1/1985 0:00,-118.384654,35.0662269
3391,W0306,Terra-Gen 251 Wind (Zond Monolith X),1,Not Available,Kern,16.91,WPRS 1,WND,1/1/1985 0:00,-118.3559724,35.09253579
3392,W0310,Wind Stream Operations 6111 (AES Tehachapi Wind - Zond Systems  Inc - Northwind),0,Not Available,Kern,6.32,WPRS 1,WND,1/1/1982 0:00,-118.3847436,35.08652313
3393,W0370,Alta I Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,12/29/2010 0:00,-118.3690351,35.03795814
3394,W0419,"Windstar Energy, LLC",0,Windstar Energy LLC,Kern,120,WPRS 1,WND,1/1/2013 0:00,-118.3639913,35.05798464
3395,W0420,Manzana Wind,0,See WPRS for details,Kern,189,WPRS 1,WND,1/28/2012 0:00,-118.4678324,34.94432624
3396,W0442,Alta XI Wind Energy Center,0,See WPRS for details,Kern,89.65,WPRS 1,WND,12/31/1989 0:00,-118.3920994,35.06712422
3397,W0445,Coram Tehachapi LP,0,See WPRS for details,Kern,6.53,WPRS 1,WND,12/1/1983 0:00,-118.3318922,35.07137214
3398,W0449,Terra-Gen VG Wind,0,See WPRS for details,Kern,7.41,WPRS 1,WND,1/1/1982 0:00,-118.3836024,35.09823898
3399,W0266,CTV Management Group - 6029 - Merged with W0463 - 12/31/2015,1,See WPRS for details,Kern,5.04,WPRS 1,WND,6/3/2014 0:00,-118.3418817,35.05800904
3400,W0280,CTV Management Group - Merged with W0463 - 12/31/2015,1,See WPRS for details,Kern,1.84,WPRS 1,WND,1/1/1982 0:00,-118.3418817,35.05800904
3401,W0285,Windridge Project (Retired 5/31/2015),1,Aero Energy LLC,Kern,4.5,WPRS 1,WND,1/1/1982 0:00,-118.3476996,35.05748887
3402,W0294,CTV Management Group - 6089 - Merged with W0263 - 12/31/2015,1,Coram Energy Group Ltd,Kern,4.36,WPRS 1,WND,1/1/1982 0:00,-118.3751274,35.07755065
3403,W0429,Helzel & Schwarzhoff 88 (Decommissioned 3/31/2016),1,See WPRS for details,Kern,1.5,WPRS 1,WND,12/24/1983 0:00,-118.3941,35.09055648
3404,W0463,Coram Energy LLC,0,See WPRS for details,Kern,15,WPRS 1,WND,1/1/2016 0:00,-118.3418265,35.0580219
3405,W0481,Point Wind,0,"Terra-Gen, LLC",Kern,64.5,WPRS 1,WND,3/8/2021 0:00,-118.3647287,35.08643704
3406,S0278,RE Rio Grande,0,Canadian Solar,Kern,5,1,SUN,11/18/2013 0:00,-118.1639422,35.04923371
3407,S0294,RE Columbia 3,0,Goldman Sachs,Kern,10,1,SUN,12/1/2013 0:00,-118.1720906,35.02001649
3408,S0313,Camelot  LLC,0,Onward Energy,Kern,45,1,SUN,11/26/2014 0:00,-118.1823273,35.01415895
3409,S0314,Columbia Two  LLC,0,Onward Energy,Kern,15,1,SUN,11/26/2014 0:00,-118.1836126,35.01960822
3410,S0550,SEPV Mojave West,0,S-Power (Sustainable Power Group),Kern,20,Unit 1,SUN,6/15/2015 0:00,-118.2782266,35.02441951
3411,W0259,Mogul Energy,1,See WPRS for details,Kern,4,WPRS 1,WND,6/24/1982 0:00,-118.278924,35.04328947
3412,W0265,Ridgetop Energy II (Cannon Energy Corp),0,Ridgetop Energy LLC,Kern,46.86,WPRS 1,WND,12/31/1983 0:00,-118.3183515,35.0704603
3413,W0270,Terra-Gen Mojave Windfarms (TPC Wind Farms - Tehachapi Power Purchase Trust),0,FPL Energy Operating Services Inc,Kern,28.28,WPRS 1,WND,1/1/1982 0:00,-118.2627648,35.04495564
3414,W0297,Ridgetop Energy (Cannon Energy Corp - 6092),0,Ridgetop Energy LLC,Kern,28.5,WPRS 1,WND,1/1/1982 0:00,-118.3138879,35.07066428
3415,W0312,Mojave 3 (Mojave 3-4-5 (Desertwind II PPC Trust) - 6113),1,FPL Energy Operating Services Inc,Kern,23.5,WPRS 1,WND,1/1/1985 0:00,-118.2677837,35.06628528
3416,W0313,"Mojave 16, 17, 18 (Mojave 16-17-18  (Desertwind III PPC Trust) - 6063-6114)",0,Mojave 16/17/18 LLC,Kern,83.55,WPRS 1,WND,1/1/1985 0:00,-118.2650403,35.05138146
3417,W0319,Oak Creek Wind Power,0,See WPRS for details,Kern,31.5,WPRS 1,WND,2/7/2014 0:00,-118.2708934,35.04844899
3418,W0320,Wind Resource II (Calwind),0,CalWind Resources Inc,Kern,19.96,WPRS 1,WND,5/17/2013 0:00,-118.3067754,35.10477346
3419,W0372,Alta II Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,12/29/2010 0:00,-118.3085291,35.01518549
3420,W0374,Difwind Farms Ltd VI,0,See WPRS for details,Kern,23,WPRS 1,WND,1/1/1983 0:00,-118.2161183,35.0602865
3421,W0385,"Oasis Power Partners, LLC",0,Oasis Power Partners LLC,Kern,60,WPRS 1,WND,1/27/2009 0:00,-118.2952318,35.05923057
3422,W0387,Alta III Wind Energy Center,0,Terra-Gen Operating Company,Kern,150,WPRS 1,WND,1/1/1984 0:00,-118.2977846,35.01354459
3423,W0388,Alta IV Wind Energy Center,0,Terra-Gen Operating Company,Kern,102,WPRS 1,WND,3/12/2011 0:00,-118.2560137,35.00620041
3424,W0389,Alta V Wind Energy Center,0,Terra-Gen Operating Company,Kern,168,WPRS 1,WND,4/21/2011 0:00,-118.2376419,35.00079167
3425,W0393,"Alta Wind VIII, LLC",0,Alta Wind VIII LLC,Kern,150,WPRS 1,WND,2/1/2012 0:00,-118.241637,35.03057031
3426,W0406,Mustang Hills LLC (Alta Wind VI Energy Center),0,EverPower Wind Holdings Inc,Kern,150,WPRS 1,WND,3/17/2012 0:00,-118.3175645,35.05107077
3427,W0407,Cameron Ridge,0,Terra-Gen Operating Company,Kern,59.67,WPRS 1,WND,12/10/2014 0:00,-118.3219752,35.07576993
3428,W0408,"Coram California Development, LP",0,Coram California Development LP,Kern,102,WPRS 1,WND,3/29/2012 0:00,-118.2480181,35.01524641
3429,W0415,Pinyon Pines Winds I,0,Terra-Gen Operating Company,Kern,168,WPRS 1,WND,12/7/2012 0:00,-118.2143667,35.03973212
3430,W0416,Pinyon Pines Winds II,0,Terra-Gen Operating Company,Kern,132,WPRS 1,WND,1/1/2013 0:00,-118.2096138,35.0190649
3431,W0438,Rising Tree Wind Farm III,0,See WPRS for details,Kern,99,WPRS 1,WND,5/15/2015 0:00,-118.2413959,35.05325399
3432,W0441,Alta X Wind Energy Center,0,See WPRS for details,Kern,136.8,WPRS 1,WND,12/31/1989 0:00,-118.2133706,35.06998571
3433,W0443,Mojave 4,1,See WPRS for details,Kern,29,WPRS 1,WND,1/1/1985 0:00,-118.2801761,35.05008965
3434,W0444,Mojave 5,1,See WPRS for details,Kern,22.5,WPRS 1,WND,2/21/2011 0:00,-118.2853126,35.0504435
3435,W0376,Difwind VIII - Retired 8/14/2014,1,See WPRS for details,Kern,14.9,WPRS 1,WND,1/1/1987 0:00,-118.2864717,35.08969152
3436,W0458,Rising Tree Wind Farm I,0,See WPRS for details,Kern,79.2,WPRS 1,WND,12/31/1989 0:00,-118.2207913,35.07776468
3437,W0459,Rising Tree Wind Farm II,0,See WPRS for details,Kern,19.8,WPRS 1,WND,12/31/1989 0:00,-118.2074734,35.09401879
3438,W0471,"Voyager Wind II, LLC",0,Not Available,Kern,128.7,WPRS 1,WND,11/7/2018 0:00,-118.2761896,35.0496676
3439,W0472,"Voyager Wind III, LLC",0,Not Available,Kern,43.2,WPRS 1,WND,12/23/2018 0:00,-118.2758861,35.04796404
3440,W0473,"Voyager Wind IV, LLC",0,Not Available,Kern,21.6,WPRS 1,WND,12/20/2018 0:00,-118.2725914,35.0511227
3441,S0714,Valentine Solar,0,EDF Renewable Energy Inc,Kern,100,Unit 1,SUN,12/1/2019 0:00,-118.3242968,34.98793344
3442,W0477,Mojave 3-4-5,0,FPL Energy Operating Services Inc,Kern,75,WPRS 1,WND,1/1/2021 0:00,-118.2607697,35.04613504
3443,W0480,"Oasis Alta, LLC",0,"Terra-Gen, LLC",Kern,14.4,WPRS 1,WND,4/14/2021 0:00,-118.2832197,35.04565304
3444,G0366,Lake Shore Mojave  LLC (Retired 8/2013),1,Energy Operations Group,Kern,55,Unit 1,NG,6/12/1990 0:00,-117.7014601,35.03213696
3445,G0625,U S Borax Inc,0,Rio Tinto Minerals,Kern,42,Unit 1,NG,9/25/1984 0:00,-117.7020882,35.03485657
3446,S0071,SEGS III (Retired 6/30/2021),1,Luz Solar Partners Ltd III,San Bernardino,34.2,GEN1,SUN,12/18/1986 0:00,-117.5557175,35.00669069
3447,S0072,SEGS IV (Retired 6/30/2021),1,Luz Solar Partners Ltd IV,San Bernardino,34.2,GEN1,SUN,12/18/1986 0:00,-117.555679,35.01237022
3448,S0074,SEGS V (Retired 6/30/2021),1,Luz Solar Partners Ltd V,San Bernardino,34.2,GEN1,SUN,9/29/1987 0:00,-117.5555207,35.01948044
3449,S0075,SEGS VI (Retired 6/30/2021),1,Luz Solar Partners Ltd VI,San Bernardino,35,GEN1,SUN,12/25/1988 0:00,-117.566057,35.02049447
3450,S0076,SEGS VII (Retired 6/30/2021),1,Luz Solar Partners Ltd VII,San Bernardino,35,GEN1,SUN,12/29/1988 0:00,-117.5661601,35.01464736
3451,S0073,SEGS IX,0,Luz Solar Partners Ltd IX,San Bernardino,92,GEN1,SUN,10/11/1990 0:00,-117.337778,35.03347557
3452,S0077,SEGS VIII,1,Luz Solar Partners Ltd VIII,San Bernardino,92,GEN1,SUN,12/1/1989 0:00,-117.356518,35.03146569
3453,S0104,Mojave Solar Project,0,Mojave Solar LLC,San Bernardino,250,"Alpha, Beta",SUN,12/4/2014 0:00,-117.3103379,35.00726002
3454,N0001,Diablo Canyon,0,Pacific Gas & Electric (PG&E),San Luis Obispo,2323,"Unit 201, Unit 202",NUC,5/7/1985 0:00,-120.8553536,35.21166482
3455,S9077,California National Guard,0,Not Available,San Luis Obispo,1,1,SUN,1/1/2012 0:00,-120.7229531,35.32129681
3456,S9129,Stocker Resources/ Plains Exploration & Production Company,0,Not Available,San Luis Obispo,1.4,1,SUN,1/1/2012 0:00,-120.6233037,35.17751922
3457,E0254,Cold Canyon,0,Toro Energy of California LLC,San Luis Obispo,1.5,CC1,LFG,7/21/2013 0:00,-120.5993398,35.1868409
3458,G0339,McKittrick Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,11/1/1991 0:00,-119.6618994,35.31935982
3459,G0600,McKittrick Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,21.07,"McK 1, McK 2, McK1, McK2, McK3",NG,6/6/2012 0:00,-119.6598251,35.31598313
3460,G0601,North Midway Cogeneration Plant - Retired 2014,1,Chevron North America Exploration and Production,Kern,10.74,"7, 8, 9",NG,10/1/1986 0:00,-119.5987251,35.27619709
3461,G0358,Midway-Sunset Cogeneration,0,Midway Sunset Cogeneration Co,Kern,234,"A, B, C",NG,5/8/1989 0:00,-119.6296937,35.22726493
3462,G0031,Oxford Cogeneration Facility (Shutdown 12/2006),1,Aera Energy LLC,Kern,15.6,"1, 2, 3",NG,9/19/1984 0:00,-119.6057632,35.2122318
3463,G0355,Mid-Set Cogeneration (Retired 12/31/2016),1,Mid-Set Cogeneration Facility,Kern,39.1,K100,NG,5/19/1989 0:00,-119.5709094,35.19419299
3464,G0357,MMC Mid-Sun  LLC (Dismantled 4/1/2009),1,MMC Energy Inc,Kern,23,1,NG,1/26/2007 0:00,-119.6243075,35.23085322
3465,G0627,Dome Lease Project,0,Sentinel Peak Resources California LLC,Kern,6,"T1, T2",NG,8/1/1998 0:00,-119.58309,35.22078455
3466,G0775,Elk Hills CoGeneration,0,Elk Hills Power LLC,Kern,46.6,"1, 2",NG,11/1/1994 0:00,-119.4705661,35.27862971
3467,G0781,La Paloma Generating,0,La Paloma Generating Co LLC,Kern,1200,"Gen-1, Gen-2, Gen-3, Gen-4",NG,1/6/2003 0:00,-119.5921979,35.29562861
3468,G0784,Sunrise Power,0,Sunrise Power Company LLC,Kern,908,"ST, X718, X718-719, X719",NG,5/1/2003 0:00,-119.5840948,35.21045531
3469,G0799,Elk Hills Power  LLC,0,Elk Hills Power LLC,Kern,567,"CTG1, CTG2, STG",NG,7/1/2003 0:00,-119.4700708,35.28046099
3470,S9416,Pumpjack Solar 1 PV,0,Duke Energy Renewables,Kern,20,1,SUN,12/23/2014 0:00,-119.5961471,35.23729376
3471,S0551,Castor Solar Project,0,Green Light Energy Corporation,Kern,1.5,Unit 1,SUN,4/2/2016 0:00,-119.3872455,35.21103909
3472,S9067,Inergy Propoane LLC,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-119.3035912,35.3028446
3473,S9195,Ignite Solar LLC_(Alkali Gardner A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 0:00,-119.4250091,35.14907581
3474,S0525,Algonquin Power SKIC 20 Solar LLC,0,Algonquin Power Sanger LLC,Kern,20,PV,SUN,5/15/2015 0:00,-119.2384695,35.13024017
3475,S9208,South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1),0,Not Available,Kern,10,Unit 1,SUN,12/31/2016 0:00,-119.2496131,35.12828078
3476,E0257,ABEC Bidart-Old River LLC,0,California Bioenergy LLC,Kern,3.6,1,OBG,3/10/2014 0:00,-119.10863,35.1884458
3477,E0306,Carlos Echeverria and Sons Dairy Biogas,0,California Bioenergy LLC,Kern,1,Unit 1,OBG,2/13/2018 0:00,-119.1164096,35.17305686
3478,E0308,Lakeview Farms LLC,0,California Bioenergy LLC,Kern,1,Unit 1,OBG,2/13/2018 0:00,-119.2029215,35.21429573
3479,G1073,Kern Oil & Refining Bakersfield Refinery,0,Kern Energy,Kern,4.5,58100,NG,10/1/2002 0:00,-118.9183053,35.29553901
3480,S0316,Old River One LLC,0,Onward Energy,Kern,20,1,SUN,12/17/2014 0:00,-119.0851276,35.22055744
3481,S9193,KDW Solar 1  LLC  (KDW Solar 1 ),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2012 0:00,-118.9884527,35.31495421
3482,S9199,KDW Solar 2  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 0:00,-118.9290754,35.28284507
3483,S0306,Orion 1 Solar,0,Longroad Energy,Kern,12,1,SUN,4/1/2014 0:00,-118.888702,35.145363
3484,S0321,Regulus Solar,0,Not Available,Kern,60,1,SUN,10/31/2014 0:00,-118.8475351,35.30759454
3485,S0431,Redcrest Solar Farm,0,S-Power (Sustainable Power Group),Kern,16.66,Unit 1,SUN,8/1/2015 0:00,-118.8094128,35.31554605
3486,S9080,Vaquero Energy Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-118.8169754,35.3176145
3487,S9087,Grimmway Enterprises  Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-118.8699653,35.24564011
3488,S9088,Grimmway Enterprises  Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-118.8699809,35.2472
3489,S9091,Grimmway Enterprises Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-118.8594049,35.26120594
3490,S9204,Kern River (Bena B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,-118.8755805,35.30372812
3491,S9160,Pine Tree Solar Project,0,Los Angeles Department of Water & Power (LADWP),Kern,8.5,1,SUN,3/15/2013 0:00,-118.1942585,35.22930377
3492,W0289,Sky River Partnership (ESI Energy  Inc - 6065),0,Not Available,Kern,70.65,WPRS 1,WND,12/11/2012 0:00,-118.2460148,35.26362339
3493,W0368,Pine Tree Wind Power Plant,0,Los Angeles Department of Water & Power (LADWP),Kern,135,WPRS 1,WND,7/1/2009 0:00,-118.1798795,35.24704949
3494,S0587,Beacon Solar 1,0,S-Power (Sustainable Power Group),Kern,56,Unit 1,SUN,4/28/2017 0:00,-118.0144317,35.269439
3495,S0530,RE Barren Ridge 1,0,Recurrent Energy LLC,Kern,60,Unit 1,SUN,4/19/2016 0:00,-118.0687165,35.20532604
3496,S0554,Beacon 3,0,S-Power (Sustainable Power Group),Kern,60,Unit 1,SUN,12/30/2016 0:00,-118.0266953,35.25201099
3497,S0555,Beacon 4,0,S-Power (Sustainable Power Group),Kern,50,Unit 1,SUN,12/5/2016 0:00,-118.036113,35.24788564
3498,S0603,Springbok Solar Farm 1,0,62SK 8MW LLC,Kern,105,Unit 1,SUN,4/11/2016 0:00,-117.9599795,35.25068415
3499,S0604,Springbok Solar Farm 2,0,62SK 8MW LLC,Kern,155,Unit 1,SUN,9/6/2016 0:00,-117.9830641,35.25021465
3500,S0637,Beacon 2,0,CD Arevon USA Inc.,Kern,45,Unit 1,SUN,12/29/2017 0:00,-118.036314,35.25477369
3501,S0638,Beacon 5,0,CD Arevon USA Inc.,Kern,36,Unit 1,SUN,12/29/2017 0:00,-118.0373803,35.25350873
3502,S0690,Springbok 3,0,CD Arevon USA Inc.,Kern,119.6,Unit 1,SUN,7/19/2019 0:00,-117.9598686,35.24326906
3503,C0024,Mohave Generating Station (Nevada) - Retired December 2005,1,Southern California Edison (SCE),Clark,1636.2,"Unit 1, Unit 2",SUB,1/1/1971 0:00,-114.5959271,35.13301144
3504,S9297,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2103_Hill),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 0:00,-120.8569209,35.38191862
3505,G0371,Morro Bay Power Plant (Retired Feb 05 2014),1,LSP Morro Bay LLC,San Luis Obispo,912,"1, 2, 3, 4",NG,7/1/1956 0:00,-120.85697,35.37194567
3506,S9296,Pristine Sun Fund 1  LLC_(2059_Scherz),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 0:00,-120.4990924,35.48044953
3507,S0245,Topaz Solar Farms LLC,0,Topaz Solar Farms LLC,San Luis Obispo,550,Topaz 1,SUN,9/1/2013 0:00,-120.0619296,35.37617026
3508,S0240,California Valley Solar Ranch,0,Clearway Energy,San Luis Obispo,250,"1A, 1B",SUN,9/15/2012 0:00,-119.9252724,35.34377727
3509,G0102,Cymric Cogeneration Plants,0,Chevron North America Exploration and Production,Kern,21.04,"31X:TG1, 31X:TG2, 36W:Gen1, 36W:Gen2, 36W:Gen3, 36W:Gen4, 6Z:TG1, 6Z:TG2",NG,10/1/1988 0:00,-119.6803341,35.37463373
3510,G0516,South Belridge Cogen Facility,0,Aera Energy LLC,Kern,69,"1, 2, 3, A, B, C",NG,12/1/1985 0:00,-119.7335084,35.44836935
3511,G0644,Wellport Lease Project,0,Sentinel Peak Resources California LLC,Kern,3.8,1,NG,3/1/1990 0:00,-119.6616824,35.35454414
3512,S0547,Rio Bravo Solar II (PMPJCK),0,Duke Energy Renewables,Kern,20,PV1,SUN,12/29/2016 0:00,-119.6269013,35.41654817
3513,S0565,Rio Bravo Solar I LLC (Pumpjack Solar2),0,Duke Energy Renewables,Kern,20,Unit 1,SUN,12/21/2016 0:00,-119.6385171,35.41623292
3514,E0309,West-Star North Dairy,0,California Bioenergy LLC,Kern,1,Unit 1,OBG,2/13/2018 0:00,-119.4328635,35.47215942
3515,G0216,Frito-Lay (Kern Plant),0,Frito-Lay Inc,Kern,6.05,GEN1,NG,3/1/1986 0:00,-119.3215214,35.39524962
3516,S0330,Shafter Solar LLC,0,NextEra Energy Resources LLC,Kern,20,1,SUN,6/3/2015 0:00,-119.1268663,35.45047905
3517,S9027,CSU Bakersfield,0,Silicon Ranch Corporation,Kern,1,1,SUN,1/1/2012 0:00,-119.1040132,35.34664746
3518,G0409,Oildale (Retired 1/05/2016),1,Oildale Energy LLC,Kern,40,ODC1,NG,6/7/1985 0:00,-119.00829,35.419007
3519,G0556,Weir Cogeneration Plant (shutdown) - Retired December 2006,1,Aera Energy LLC,Kern,3.5,1,NG,6/19/1988 0:00,-118.9644615,35.42048927
3520,G0595,A Fee Cogeneration Plant - Retired 2011,1,Chevron North America Exploration and Production,Kern,7.46,"GEN1, GEN2",NG,6/1/1986 0:00,-119.0035289,35.4548463
3521,G0596,B Fee Cogeneration Plant - Retired 2011,1,Chevron North America Exploration and Production,Kern,3.73,GEN1,NG,5/1/1987 0:00,-119.0025843,35.45484648
3522,G0597,C Fee Cogeneration Plant - Retired 2011,1,Chevron North America Exploration and Production,Kern,8.48,"GEN1, GEN2",NG,2/1/1987 0:00,-119.0021066,35.45488209
3523,S0642,Bakersfield Industrial 1,0,Not Available,Kern,1,Unit 1,SUN,12/27/2017 0:00,-118.9931471,35.32997837
3524,S0643,Bakersfield Solar 1,0,Not Available,San Joaquin,5.3,Unit 1,SUN,12/26/2017 0:00,-118.9784638,35.32649007
3525,S9045,College District Kern Community,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-118.9689041,35.41170132
3526,S9079,County of Kern,0,Not Available,Kern,1,1,SUN,1/1/2012 0:00,-119.014767,35.3715237
3527,S9106,Kern County Water Agency,0,Not Available,Kern,1.1,1,SUN,1/1/2012 0:00,-119.0392977,35.40294164
3528,S9152,Kern County Water Agency,0,Not Available,Kern,4.1,1,SUN,1/1/2012 0:00,-119.038043,35.40303279
3529,S9209,Tehachapi (Oswell B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 0:00,-119.0738607,35.40597271
3530,G0040,Badger Creek Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,4/19/1991 0:00,-119.0298992,35.48371778
3531,G0103,Kern River Eastridge Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,48.8,"101A, 101B",NG,6/1/1988 0:00,-118.9613628,35.44060286
3532,G0173,Western Power and Steam  Inc. (DAI Oildale),0,Grade 6 Oil LLC,Kern,31.02,"CTG, STG",NG,3/1/1990 0:00,-119.0127547,35.44071339
3533,G0176,Double C,0,WCAC Operating Company,Kern,48,"Unit 1, Unit 2",NG,3/20/1989 0:00,-119.0460652,35.50049714
